# Audio waveform data
# Sample Index, Left Channel, Right Channel
3704 0.154449 0.167603
3705 0.17218 0.14975
3706 0.194092 0.130737
3707 0.215179 0.107544
3708 0.234253 0.0818176
3709 0.257507 0.0625
3710 0.28418 0.0506592
3711 0.3078 0.0401001
3712 0.326385 0.0279541
3713 0.344238 0.0178833
3714 0.366943 0.0152893
3715 0.393738 0.0191956
3716 0.420654 0.0246887
3717 0.44693 0.0300598
3718 0.47226 0.03479
3719 0.494965 0.0369568
3720 0.516968 0.0377808
3721 0.542877 0.0420837
3722 0.572815 0.0517578
3723 0.606079 0.0678711
3724 0.641632 0.0895996
3725 0.669434 0.107239
3726 0.679901 0.112335
3727 0.679657 0.112457
3728 0.680725 0.119385
3729 0.681122 0.131195
3730 0.672089 0.139252
3731 0.655243 0.144958
3732 0.636322 0.153412
3733 0.608704 0.158386
3734 0.564575 0.152679
3735 0.516052 0.147461
3736 0.477844 0.156067
3737 0.444122 0.171692
3738 0.407593 0.185059
3739 0.376831 0.201996
3740 0.358002 0.226959
3741 0.346161 0.254395
3742 0.340607 0.281982
3743 0.345642 0.311493
3744 0.359283 0.339569
3745 0.375397 0.360474
3746 0.392944 0.374084
3747 0.415955 0.385986
3748 0.441895 0.397156
3749 0.463959 0.40509
3750 0.484222 0.414215
3751 0.503113 0.425659
3752 0.507568 0.42804
3753 0.493103 0.418762
3754 0.475616 0.413483
3755 0.460175 0.415344
3756 0.435242 0.409607
3757 0.403778 0.395355
3758 0.379333 0.383484
3759 0.366669 0.37735
3760 0.363342 0.373383
3761 0.363556 0.365601
3762 0.363953 0.352661
3763 0.365479 0.339325
3764 0.36554 0.326813
3765 0.357849 0.311584
3766 0.342773 0.295349
3767 0.325714 0.284241
3768 0.30835 0.28067
3769 0.291016 0.284882
3770 0.275421 0.296844
3771 0.261292 0.312866
3772 0.243317 0.323608
3773 0.215546 0.320679
3774 0.18396 0.309326
3775 0.16333 0.30423
3776 0.154663 0.306091
3777 0.143402 0.300262
3778 0.126434 0.284363
3779 0.113434 0.270477
3780 0.107513 0.264679
3781 0.106018 0.264801
3782 0.105316 0.265594
3783 0.105621 0.266327
3784 0.111481 0.271851
3785 0.12204 0.280792
3786 0.129822 0.283569
3787 0.128113 0.271729
3788 0.117981 0.247528
3789 0.107605 0.221954
3790 0.102081 0.201721
3791 0.0930786 0.178345
3792 0.0669556 0.138367
3793 0.0286255 0.0887451
3794 -0.00460815 0.0499878
3795 -0.0289307 0.0279846
3796 -0.0550842 0.0105896
3797 -0.0924377 -0.0154724
3798 -0.138184 -0.0503845
3799 -0.17984 -0.0819702
3800 -0.208862 -0.100525
3801 -0.228821 -0.109894
3802 -0.246429 -0.118988
3803 -0.264862 -0.13266
3804 -0.28894 -0.154083
3805 -0.317078 -0.178467
3806 -0.340363 -0.19574
3807 -0.361084 -0.208923
3808 -0.388672 -0.228638
3809 -0.419373 -0.252319
3810 -0.444 -0.27124
3811 -0.466064 -0.288757
3812 -0.490723 -0.310913
3813 -0.510712 -0.332825
3814 -0.517456 -0.347076
3815 -0.514465 -0.355804
3816 -0.508789 -0.364044
3817 -0.497925 -0.368652
3818 -0.478821 -0.365784
3819 -0.455597 -0.3573
3820 -0.431152 -0.343536
3821 -0.405792 -0.323486
3822 -0.385651 -0.304016
3823 -0.380005 -0.295868
3824 -0.386597 -0.298065
3825 -0.395905 -0.301575
3826 -0.404938 -0.303406
3827 -0.416168 -0.307037
3828 -0.429321 -0.314453
3829 -0.435608 -0.318512
3830 -0.430725 -0.31366
3831 -0.42215 -0.303711
3832 -0.413055 -0.289398
3833 -0.404694 -0.271881
3834 -0.408203 -0.263031
3835 -0.43277 -0.272095
3836 -0.471313 -0.291626
3837 -0.508698 -0.307098
3838 -0.537628 -0.31366
3839 -0.560699 -0.317871
3840 -0.582703 -0.327393
3841 -0.603516 -0.342072
3842 -0.620575 -0.356964
3843 -0.633942 -0.370361
3844 -0.643677 -0.382538
3845 -0.651489 -0.395569
3846 -0.662048 -0.412811
3847 -0.673218 -0.429382
3848 -0.674774 -0.43335
3849 -0.664581 -0.422943
3850 -0.65213 -0.409302
3851 -0.645508 -0.401245
3852 -0.645325 -0.399445
3853 -0.647095 -0.400208
3854 -0.647308 -0.401917
3855 -0.647919 -0.408325
3856 -0.650665 -0.420288
3857 -0.652832 -0.431183
3858 -0.6521 -0.436615
3859 -0.649994 -0.440277
3860 -0.649933 -0.446564
3861 -0.653687 -0.454559
3862 -0.656311 -0.457855
3863 -0.65213 -0.451111
3864 -0.648102 -0.442108
3865 -0.654266 -0.444397
3866 -0.667084 -0.456818
3867 -0.675873 -0.466919
3868 -0.674103 -0.468781
3869 -0.663177 -0.467163
3870 -0.652283 -0.468994
3871 -0.647675 -0.477325
3872 -0.642029 -0.487244
3873 -0.626038 -0.488922
3874 -0.603851 -0.480621
3875 -0.585632 -0.469421
3876 -0.575073 -0.458405
3877 -0.566925 -0.44397
3878 -0.554108 -0.425476
3879 -0.539642 -0.408905
3880 -0.528778 -0.398529
3881 -0.518433 -0.396423
3882 -0.507751 -0.40451
3883 -0.501709 -0.418915
3884 -0.499542 -0.43631
3885 -0.494385 -0.456848
3886 -0.48645 -0.476532
3887 -0.480194 -0.491119
3888 -0.470154 -0.49884
3889 -0.453186 -0.497589
3890 -0.438141 -0.491211
3891 -0.426056 -0.488861
3892 -0.406036 -0.488525
3893 -0.372955 -0.475311
3894 -0.334869 -0.449585
3895 -0.30246 -0.429077
3896 -0.277344 -0.417633
3897 -0.254456 -0.405579
3898 -0.230164 -0.389709
3899 -0.205811 -0.371857
3900 -0.182983 -0.352814
3901 -0.15976 -0.332733
3902 -0.137024 -0.30954
3903 -0.114594 -0.2789
3904 -0.0882263 -0.240814
3905 -0.0613403 -0.198914
3906 -0.0440674 -0.159851
3907 -0.0352173 -0.136139
3908 -0.0233154 -0.128693
3909 -0.0078125 -0.122955
3910 0.00735474 -0.113312
3911 0.026825 -0.106262
3912 0.0485535 -0.101685
3913 0.0700378 -0.0913391
3914 0.0982056 -0.0770874
3915 0.131042 -0.0642395
3916 0.157867 -0.0498657
3917 0.177124 -0.0403137
3918 0.197479 -0.0402527
3919 0.221649 -0.0368958
3920 0.242767 -0.0291138
3921 0.255066 -0.032196
3922 0.255829 -0.0446777
3923 0.250061 -0.0457153
3924 0.246521 -0.0240479
3925 0.245178 0.0140686
3926 0.243744 0.0523987
3927 0.242493 0.0751343
3928 0.237701 0.0899048
3929 0.223724 0.113953
3930 0.207184 0.143738
3931 0.1987 0.170715
3932 0.193024 0.194763
3933 0.185791 0.213928
3934 0.183014 0.227295
3935 0.184448 0.242218
3936 0.186127 0.258301
3937 0.185669 0.263
3938 0.183655 0.259613
3939 0.187958 0.25943
3940 0.205139 0.25769
3941 0.222382 0.251526
3942 0.218842 0.248199
3943 0.204346 0.250702
3944 0.207184 0.255859
3945 0.230042 0.258636
3946 0.254425 0.253906
3947 0.268555 0.242188
3948 0.278534 0.232635
3949 0.296173 0.225922
3950 0.314911 0.212921
3951 0.312256 0.196625
3952 0.282898 0.185791
3953 0.250885 0.179718
3954 0.233032 0.174225
3955 0.220367 0.16806
3956 0.204193 0.160767
3957 0.188446 0.15329
3958 0.181915 0.15036
3959 0.188873 0.150665
3960 0.201508 0.146851
3961 0.208923 0.139465
3962 0.210754 0.132965
3963 0.214386 0.129028
3964 0.220795 0.129578
3965 0.22406 0.134277
3966 0.221619 0.138214
3967 0.217285 0.139038
3968 0.220825 0.13855
3969 0.238373 0.136536
3970 0.26355 0.133453
3971 0.286407 0.13089
3972 0.305511 0.125031
3973 0.3255 0.116791
3974 0.34729 0.115692
3975 0.369019 0.12439
3976 0.389557 0.137207
3977 0.405762 0.151154
3978 0.416107 0.166534
3979 0.421753 0.182709
3980 0.421692 0.200592
3981 0.414886 0.218323
3982 0.403473 0.226501
3983 0.391327 0.222626
3984 0.381317 0.217773
3985 0.374878 0.224396
3986 0.371094 0.245819
3987 0.368439 0.271454
3988 0.372437 0.287048
3989 0.390503 0.293762
3990 0.420319 0.305359
3991 0.450897 0.323578
3992 0.471649 0.337433
3993 0.48111 0.34491
3994 0.487854 0.353424
3995 0.501526 0.369476
3996 0.521393 0.394012
3997 0.541901 0.421265
3998 0.564575 0.448578
3999 0.588287 0.480865
4000 0.607788 0.518951
4001 0.62619 0.553253
4002 0.647797 0.577301
4003 0.668396 0.59848
4004 0.683441 0.620758
4005 0.696045 0.63504
4006 0.711792 0.638
4007 0.728149 0.638489
4008 0.73645 0.639038
4009 0.734894 0.631561
4010 0.729065 0.615845
4011 0.720947 0.606323
4012 0.710358 0.609863
4013 0.701141 0.610352
4014 0.696411 0.596741
4015 0.694794 0.583771
4016 0.69455 0.578003
4017 0.697388 0.564453
4018 0.700256 0.540833
4019 0.695984 0.523529
4020 0.691925 0.518921
4021 0.698029 0.514709
4022 0.706573 0.504608
4023 0.709045 0.501038
4024 0.707428 0.513519
4025 0.703857 0.53772
4026 0.698883 0.562958
4027 0.693665 0.574921
4028 0.687317 0.567749
4029 0.672272 0.552277
4030 0.639313 0.539917
4031 0.595276 0.531525
4032 0.562775 0.527649
4033 0.546814 0.535431
4034 0.522583 0.562012
4035 0.475281 0.59668
4036 0.42392 0.609497
4037 0.391388 0.596405
4038 0.369507 0.591492
4039 0.335693 0.596649
4040 0.294952 0.570099
4041 0.262177 0.50531
4042 0.229797 0.449646
4043 0.193604 0.431183
4044 0.16217 0.419128
4045 0.13446 0.382141
4046 0.104858 0.336853
4047 0.072998 0.30899
4048 0.0419312 0.296112
4049 0.0157471 0.280487
4050 -0.00360107 0.255066
4051 -0.015686 0.230438
4052 -0.0177002 0.214722
4053 -0.0109558 0.202209
4054 -0.00521851 0.189423
4055 -0.003479 0.179352
4056 -0.00140381 0.166656
4057 -0.00128174 0.151947
4058 -0.00543213 0.147888
4059 -0.0071106 0.148865
4060 -0.00115967 0.144745
4061 -0.000457764 0.14743
4062 -0.0178528 0.162476
4063 -0.0375366 0.175049
4064 -0.0426331 0.173798
4065 -0.0405579 0.16333
4066 -0.040741 0.153015
4067 -0.0435791 0.143921
4068 -0.0470581 0.132751
4069 -0.0499268 0.12027
4070 -0.0551758 0.109619
4071 -0.0658875 0.0992737
4072 -0.0777588 0.0861511
4073 -0.0891724 0.0750427
4074 -0.103271 0.0718079
4075 -0.110504 0.0715027
4076 -0.103516 0.0643005
4077 -0.0944519 0.0532227
4078 -0.0898743 0.0454102
4079 -0.0834656 0.0288086
4080 -0.0753784 -0.00140381
4081 -0.074585 -0.0227966
4082 -0.0841675 -0.0256348
4083 -0.0938416 -0.0228882
4084 -0.100464 -0.0171204
4085 -0.117188 0.000946045
4086 -0.141754 0.0302429
4087 -0.151459 0.053772
4088 -0.138184 0.0580444
4089 -0.116089 0.0518188
4090 -0.101685 0.0506897
4091 -0.102356 0.0515747
4092 -0.117462 0.0437317
4093 -0.144836 0.0305786
4094 -0.179596 0.0218506
4095 -0.206787 0.0179749
4096 -0.220917 0.0108032
4097 -0.238708 -0.00610352
4098 -0.264282 -0.0317688
4099 -0.281433 -0.0620728
4100 -0.287689 -0.0866394
4101 -0.295013 -0.0955811
4102 -0.308014 -0.101898
4103 -0.320953 -0.117004
4104 -0.331085 -0.126099
4105 -0.341858 -0.125122
4106 -0.351288 -0.131134
4107 -0.357056 -0.147736
4108 -0.362305 -0.161682
4109 -0.365631 -0.16861
4110 -0.36441 -0.176453
4111 -0.361176 -0.187775
4112 -0.358704 -0.195068
4113 -0.356598 -0.194122
4114 -0.353088 -0.19455
4115 -0.34671 -0.20694
4116 -0.33905 -0.223938
4117 -0.332825 -0.233185
4118 -0.324646 -0.23584
4119 -0.315521 -0.239502
4120 -0.315704 -0.245514
4121 -0.32605 -0.252502
4122 -0.335754 -0.260498
4123 -0.337646 -0.264679
4124 -0.332977 -0.262451
4125 -0.327332 -0.260468
4126 -0.326141 -0.263214
4127 -0.329895 -0.270447
4128 -0.334351 -0.282104
4129 -0.340576 -0.295197
4130 -0.352356 -0.30426
4131 -0.364044 -0.309875
4132 -0.369629 -0.317749
4133 -0.373749 -0.325256
4134 -0.383942 -0.32605
4135 -0.399567 -0.324219
4136 -0.413788 -0.325989
4137 -0.425842 -0.332886
4138 -0.440765 -0.346252
4139 -0.457428 -0.362213
4140 -0.472931 -0.371613
4141 -0.485291 -0.372345
4142 -0.489868 -0.374969
4143 -0.49173 -0.389221
4144 -0.50293 -0.406616
4145 -0.520355 -0.414246
4146 -0.528564 -0.416901
4147 -0.52243 -0.423401
4148 -0.514832 -0.433044
4149 -0.518494 -0.443939
4150 -0.529083 -0.453705
4151 -0.536469 -0.458649
4152 -0.540924 -0.462219
4153 -0.546631 -0.474548
4154 -0.552216 -0.500946
4155 -0.55542 -0.536194
4156 -0.557312 -0.571655
4157 -0.560242 -0.608765
4158 -0.566101 -0.650085
4159 -0.576263 -0.681885
4160 -0.589539 -0.692352
4161 -0.597778 -0.692322
4162 -0.596832 -0.694122
4163 -0.596466 -0.692261
4164 -0.603394 -0.682312
4165 -0.611359 -0.675842
4166 -0.613617 -0.678192
4167 -0.611389 -0.678101
4168 -0.609039 -0.669708
4169 -0.607452 -0.659393
4170 -0.605927 -0.652863
4171 -0.603271 -0.650177
4172 -0.598999 -0.650818
4173 -0.597809 -0.656769
4174 -0.601715 -0.665863
4175 -0.603363 -0.670105
4176 -0.598267 -0.666321
4177 -0.591858 -0.65863
4178 -0.58902 -0.652283
4179 -0.586884 -0.648438
4180 -0.580139 -0.641693
4181 -0.570587 -0.631592
4182 -0.563599 -0.627563
4183 -0.559631 -0.630096
4184 -0.559113 -0.626495
4185 -0.562866 -0.612274
4186 -0.567474 -0.597412
4187 -0.569427 -0.586731
4188 -0.567963 -0.572083
4189 -0.564697 -0.548889
4190 -0.565094 -0.524963
4191 -0.573517 -0.509277
4192 -0.586212 -0.502533
4193 -0.59549 -0.500153
4194 -0.599182 -0.497833
4195 -0.600922 -0.491608
4196 -0.604309 -0.479736
4197 -0.605438 -0.467896
4198 -0.598267 -0.465057
4199 -0.58667 -0.469818
4200 -0.578796 -0.471924
4201 -0.573029 -0.468567
4202 -0.561615 -0.461761
4203 -0.544495 -0.450806
4204 -0.526581 -0.440033
4205 -0.510071 -0.436798
4206 -0.497986 -0.438507
4207 -0.489807 -0.435211
4208 -0.479523 -0.426361
4209 -0.465881 -0.417816
4210 -0.452545 -0.405945
4211 -0.439911 -0.38446
4212 -0.423828 -0.356445
4213 -0.402069 -0.328094
4214 -0.381012 -0.301788
4215 -0.366486 -0.277863
4216 -0.35318 -0.259399
4217 -0.33429 -0.250183
4218 -0.311066 -0.244873
4219 -0.288116 -0.234314
4220 -0.270264 -0.221161
4221 -0.258392 -0.21167
4222 -0.246887 -0.203857
4223 -0.231201 -0.195587
4224 -0.21344 -0.186249
4225 -0.200043 -0.175018
4226 -0.190979 -0.162354
4227 -0.174805 -0.144653
4228 -0.148163 -0.11792
4229 -0.123169 -0.0892639
4230 -0.10202 -0.0717468
4231 -0.0728455 -0.0709839
4232 -0.0342407 -0.0771179
4233 0.000610352 -0.0745239
4234 0.024231 -0.0635681
4235 0.0464478 -0.0528564
4236 0.0767822 -0.0371704
4237 0.106171 -0.0104065
4238 0.123566 0.019928
4239 0.134216 0.0487976
4240 0.1474 0.0810242
4241 0.161713 0.116974
4242 0.168671 0.148865
4243 0.166534 0.17392
4244 0.165771 0.198669
4245 0.175476 0.232117
4246 0.188843 0.274658
4247 0.198059 0.316345
4248 0.211365 0.352814
4249 0.234314 0.390442
4250 0.259216 0.434326
4251 0.282654 0.479919
4252 0.30545 0.519653
4253 0.325287 0.556427
4254 0.341675 0.594543
4255 0.35733 0.623932
4256 0.376373 0.641113
4257 0.397308 0.659882
4258 0.41333 0.682343
4259 0.427155 0.69574
4260 0.443817 0.700562
4261 0.45929 0.710938
4262 0.475952 0.729462
4263 0.496368 0.741486
4264 0.509155 0.744934
4265 0.509827 0.75592
4266 0.511658 0.774139
4267 0.523346 0.786469
4268 0.533813 0.794495
4269 0.529999 0.80191
4270 0.521942 0.801117
4271 0.527283 0.789001
4272 0.538116 0.774628
4273 0.535187 0.762543
4274 0.523712 0.738342
4275 0.521698 0.688629
4276 0.528137 0.634491
4277 0.52771 0.606384
4278 0.518585 0.595734
4279 0.515594 0.578949
4280 0.521973 0.556824
4281 0.526917 0.538422
4282 0.529938 0.523193
4283 0.535645 0.509827
4284 0.541473 0.502411
4285 0.545929 0.50116
4286 0.552368 0.499298
4287 0.563477 0.499329
4288 0.578247 0.518036
4289 0.593536 0.556946
4290 0.611908 0.587128
4291 0.639801 0.591797
4292 0.669159 0.589783
4293 0.68811 0.594269
4294 0.704651 0.585968
4295 0.725525 0.550568
4296 0.742828 0.515533
4297 0.754547 0.510132
4298 0.765228 0.518188
4299 0.772949 0.511078
4300 0.77182 0.490662
4301 0.763702 0.473907
4302 0.760101 0.464966
4303 0.766144 0.456665
4304 0.770569 0.444885
4305 0.765808 0.433319
4306 0.761292 0.425598
4307 0.760223 0.422699
4308 0.752258 0.430328
4309 0.738556 0.446869
4310 0.735504 0.45932
4311 0.749878 0.475525
4312 0.767303 0.517609
4313 0.780823 0.571991
4314 0.808807 0.600281
4315 0.85379 0.600372
4316 0.884003 0.609955
4317 0.885742 0.64212
4318 0.884644 0.662018
4319 0.899933 0.653442
4320 0.917236 0.64978
4321 0.916962 0.667725
4322 0.907104 0.681213
4323 0.90509 0.673798
4324 0.909241 0.659393
4325 0.91098 0.65329
4326 0.909454 0.652649
4327 0.906921 0.650177
4328 0.903992 0.648315
4329 0.896027 0.648804
4330 0.880951 0.646515
4331 0.86734 0.641541
4332 0.862457 0.640778
4333 0.861725 0.642517
4334 0.85733 0.637695
4335 0.846466 0.62677
4336 0.833435 0.62088
4337 0.824188 0.623199
4338 0.812897 0.622406
4339 0.791809 0.611023
4340 0.769196 0.594177
4341 0.755829 0.578888
4342 0.749237 0.567596
4343 0.741394 0.555359
4344 0.729706 0.537079
4345 0.714386 0.51828
4346 0.693451 0.505676
4347 0.666656 0.496124
4348 0.63916 0.484955
4349 0.618652 0.472778
4350 0.60675 0.459991
4351 0.597534 0.446259
4352 0.588531 0.433441
4353 0.583313 0.421021
4354 0.58194 0.409363
4355 0.577515 0.403687
4356 0.565887 0.403412
4357 0.554138 0.399384
4358 0.548889 0.387909
4359 0.542236 0.377502
4360 0.525238 0.376068
4361 0.505554 0.376617
4362 0.495178 0.366638
4363 0.492157 0.349945
4364 0.486755 0.338257
4365 0.477051 0.329102
4366 0.468018 0.316223
4367 0.457764 0.305786
4368 0.439728 0.304413
4369 0.416748 0.305054
4370 0.39798 0.297272
4371 0.386139 0.284515
4372 0.376892 0.276794
4373 0.36731 0.271271
4374 0.359192 0.257904
4375 0.353333 0.239655
4376 0.347137 0.22818
4377 0.339142 0.223114
4378 0.33017 0.210968
4379 0.320862 0.184814
4380 0.311371 0.154724
4381 0.301453 0.133331
4382 0.294464 0.120392
4383 0.295715 0.10791
4384 0.301331 0.0959473
4385 0.302338 0.0923462
4386 0.300232 0.0959473
4387 0.304504 0.100616
4388 0.316864 0.110931
4389 0.329773 0.12973
4390 0.341248 0.145905
4391 0.356476 0.153931
4392 0.37616 0.167389
4393 0.396729 0.197021
4394 0.416626 0.23053
4395 0.43573 0.251373
4396 0.452789 0.263489
4397 0.468201 0.2789
4398 0.487305 0.299622
4399 0.513519 0.325439
4400 0.541595 0.357788
4401 0.56723 0.388031
4402 0.590027 0.402222
4403 0.604797 0.404327
4404 0.608704 0.416077
4405 0.606445 0.443573
4406 0.601776 0.468628
4407 0.595795 0.479614
4408 0.58847 0.485352
4409 0.580109 0.497681
4410 0.573456 0.513062
4411 0.569305 0.518066
4412 0.564667 0.511139
4413 0.559723 0.503998
4414 0.555084 0.502472
4415 0.545685 0.504669
4416 0.532196 0.509827
4417 0.521088 0.511688
4418 0.511078 0.508026
4419 0.495728 0.507324
4420 0.47702 0.506165
4421 0.465332 0.495972
4422 0.458771 0.48233
4423 0.446198 0.468262
4424 0.430359 0.448059
4425 0.416351 0.424774
4426 0.398254 0.409729
4427 0.371643 0.401917
4428 0.33725 0.390045
4429 0.297119 0.374298
4430 0.254456 0.361877
4431 0.212799 0.352234
4432 0.174164 0.339386
4433 0.140656 0.320862
4434 0.114258 0.300507
4435 0.0939331 0.281006
4436 0.0758972 0.258392
4437 0.0554504 0.22998
4438 0.0318909 0.202118
4439 0.0111084 0.179535
4440 -0.00241089 0.158722
4441 -0.0114746 0.135864
4442 -0.0210876 0.109985
4443 -0.0319214 0.0848389
4444 -0.0435486 0.0669861
4445 -0.0551758 0.0529175
4446 -0.061615 0.0314941
4447 -0.0605469 0.00289917
4448 -0.0579529 -0.0192566
4449 -0.0612793 -0.0285034
4450 -0.0717163 -0.0320129
4451 -0.0836182 -0.0376892
4452 -0.0922852 -0.0467224
4453 -0.100342 -0.0540466
4454 -0.114868 -0.0565491
4455 -0.134613 -0.0604248
4456 -0.149475 -0.0714722
4457 -0.159058 -0.0856018
4458 -0.171417 -0.0959167
4459 -0.184601 -0.103577
4460 -0.192261 -0.115326
4461 -0.197998 -0.131622
4462 -0.209625 -0.150024
4463 -0.226349 -0.171844
4464 -0.239899 -0.193542
4465 -0.247314 -0.210022
4466 -0.252319 -0.228546
4467 -0.255859 -0.258209
4468 -0.257233 -0.290649
4469 -0.257904 -0.310455
4470 -0.258728 -0.320007
4471 -0.259216 -0.334869
4472 -0.259155 -0.356995
4473 -0.259674 -0.372406
4474 -0.262177 -0.374298
4475 -0.265747 -0.370758
4476 -0.268524 -0.368927
4477 -0.270538 -0.365234
4478 -0.272125 -0.355865
4479 -0.273346 -0.345093
4480 -0.274811 -0.336914
4481 -0.275421 -0.329315
4482 -0.273865 -0.322296
4483 -0.271057 -0.315948
4484 -0.268036 -0.305847
4485 -0.265167 -0.293488
4486 -0.263641 -0.285034
4487 -0.268219 -0.279297
4488 -0.280975 -0.272369
4489 -0.292664 -0.265839
4490 -0.296417 -0.26297
4491 -0.299805 -0.262146
4492 -0.308563 -0.258514
4493 -0.318268 -0.252136
4494 -0.325531 -0.245636
4495 -0.332123 -0.239258
4496 -0.338257 -0.236115
4497 -0.340332 -0.240417
4498 -0.337952 -0.248688
4499 -0.336639 -0.253326
4500 -0.338959 -0.252258
4501 -0.340118 -0.248749
4502 -0.337433 -0.244965
4503 -0.336639 -0.2388
4504 -0.342102 -0.22821
4505 -0.348755 -0.217834
4506 -0.349976 -0.213776
4507 -0.348297 -0.213715
4508 -0.351166 -0.212372
4509 -0.358368 -0.210785
4510 -0.363251 -0.210388
4511 -0.364105 -0.207611
4512 -0.363983 -0.200958
4513 -0.365845 -0.195587
4514 -0.371307 -0.194672
4515 -0.378265 -0.194458
4516 -0.382446 -0.191254
4517 -0.382385 -0.187592
4518 -0.382111 -0.190186
4519 -0.386993 -0.199371
4520 -0.397797 -0.206757
4521 -0.407623 -0.210968
4522 -0.408844 -0.220612
4523 -0.406464 -0.235504
4524 -0.410553 -0.243225
4525 -0.417816 -0.24295
4526 -0.41922 -0.249573
4527 -0.41626 -0.266846
4528 -0.41687 -0.284546
4529 -0.419983 -0.297791
4530 -0.417938 -0.309967
4531 -0.412567 -0.323608
4532 -0.413361 -0.335144
4533 -0.423584 -0.340668
4534 -0.437988 -0.344879
4535 -0.449646 -0.354126
4536 -0.459442 -0.365143
4537 -0.475159 -0.369965
4538 -0.497101 -0.368927
4539 -0.514252 -0.371765
4540 -0.519714 -0.381836
4541 -0.520721 -0.387421
4542 -0.52774 -0.382294
4543 -0.53775 -0.38092
4544 -0.540405 -0.395569
4545 -0.538452 -0.414734
4546 -0.542725 -0.421692
4547 -0.553619 -0.42157
4548 -0.562744 -0.428986
4549 -0.567261 -0.442841
4550 -0.572632 -0.453705
4551 -0.581268 -0.460693
4552 -0.587799 -0.469208
4553 -0.586884 -0.480743
4554 -0.579132 -0.490234
4555 -0.570099 -0.493713
4556 -0.56366 -0.49353
4557 -0.556122 -0.493835
4558 -0.542572 -0.49762
4559 -0.527039 -0.504608
4560 -0.517822 -0.508484
4561 -0.516174 -0.508362
4562 -0.515625 -0.512787
4563 -0.51239 -0.522095
4564 -0.511353 -0.527283
4565 -0.513763 -0.52597
4566 -0.514587 -0.522552
4567 -0.514771 -0.518707
4568 -0.51593 -0.512939
4569 -0.513855 -0.505585
4570 -0.508331 -0.496338
4571 -0.505859 -0.483246
4572 -0.509064 -0.468842
4573 -0.510986 -0.459229
4574 -0.502594 -0.457214
4575 -0.484283 -0.457062
4576 -0.467163 -0.451263
4577 -0.455322 -0.443054
4578 -0.439392 -0.441467
4579 -0.417816 -0.442505
4580 -0.400787 -0.431427
4581 -0.390808 -0.412567
4582 -0.380524 -0.406738
4583 -0.368164 -0.415009
4584 -0.361389 -0.41922
4585 -0.361938 -0.411865
4586 -0.360779 -0.401337
4587 -0.352417 -0.395264
4588 -0.340942 -0.390656
4589 -0.333344 -0.382782
4590 -0.332825 -0.375366
4591 -0.337891 -0.372772
4592 -0.345947 -0.371704
4593 -0.354034 -0.37027
4594 -0.357361 -0.370728
4595 -0.353546 -0.370178
4596 -0.349335 -0.366547
4597 -0.355377 -0.371368
4598 -0.380035 -0.399719
4599 -0.425171 -0.447754
4600 -0.476196 -0.491638
4601 -0.51181 -0.517426
4602 -0.531952 -0.535706
4603 -0.554932 -0.558228
4604 -0.587494 -0.584747
4605 -0.614777 -0.613068
4606 -0.625671 -0.639771
4607 -0.63623 -0.660736
4608 -0.6651 -0.678223
4609 -0.700897 -0.695404
4610 -0.723969 -0.709717
4611 -0.735168 -0.716217
4612 -0.745575 -0.716583
4613 -0.759369 -0.718719
4614 -0.771851 -0.724945
4615 -0.779053 -0.731995
4616 -0.784668 -0.739197
4617 -0.792328 -0.745026
4618 -0.799103 -0.744965
4619 -0.802765 -0.737793
4620 -0.806519 -0.726593
4621 -0.812408 -0.714294
4622 -0.817902 -0.701691
4623 -0.818878 -0.689819
4624 -0.81311 -0.682281
4625 -0.802368 -0.680786
4626 -0.788879 -0.678894
4627 -0.772766 -0.671631
4628 -0.753784 -0.662598
4629 -0.732758 -0.654083
4630 -0.710419 -0.641602
4631 -0.686493 -0.621857
4632 -0.663788 -0.599182
4633 -0.646515 -0.581543
4634 -0.631989 -0.571564
4635 -0.614105 -0.562469
4636 -0.593719 -0.545288
4637 -0.576935 -0.519684
4638 -0.564056 -0.493439
4639 -0.548096 -0.472717
4640 -0.525726 -0.457397
4641 -0.504456 -0.443848
4642 -0.49292 -0.429443
4643 -0.486176 -0.413605
4644 -0.470917 -0.397064
4645 -0.445526 -0.381683
4646 -0.422333 -0.367828
4647 -0.410645 -0.35376
4648 -0.406158 -0.340027
4649 -0.399536 -0.329529
4650 -0.390381 -0.323547
4651 -0.384583 -0.322357
4652 -0.379089 -0.326019
4653 -0.368103 -0.33252
4654 -0.357147 -0.338867
4655 -0.353424 -0.34375
4656 -0.355896 -0.348083
4657 -0.360291 -0.349365
4658 -0.362061 -0.345337
4659 -0.360107 -0.344116
4660 -0.358521 -0.351349
4661 -0.362244 -0.35968
4662 -0.368591 -0.366058
4663 -0.368103 -0.377075
4664 -0.359528 -0.390472
4665 -0.354095 -0.393494
4666 -0.357544 -0.384796
4667 -0.361694 -0.380676
4668 -0.357422 -0.391418
4669 -0.346466 -0.40683
4670 -0.336609 -0.414398
4671 -0.331055 -0.415924
4672 -0.328125 -0.419312
4673 -0.326202 -0.425903
4674 -0.32431 -0.432312
4675 -0.324188 -0.438263
4676 -0.328552 -0.446228
4677 -0.334625 -0.456726
4678 -0.337616 -0.469116
4679 -0.336853 -0.480591
4680 -0.333588 -0.488586
4681 -0.328766 -0.496033
4682 -0.323975 -0.504089
4683 -0.323273 -0.508392
4684 -0.328857 -0.509125
